stateabb,ccode,leadid,leader,sdate,smonth,syear,emonth,eyear
CHL,155,A2.9-2491,Frei Montalva,3,11,1964,11,1970
CHL,155,A2.9-2494,Allende,4,11,1970,9,1973
CHL,155,A2.9-2497,Pinochet,11,9,1973,3,1990
CHL,155,A2.9-2500,Aylwin,11,3,1990,3,1994
CHL,155,A2.9-2503,Frei Ruiz-Tagle,11,3,1994,3,2000
CHL,155,A2.9-2506,Ricardo Lagos Escobar,12,3,2000,3,2006
CHL,155,A3.0-36,Michelle Bachelet,11,3,2006,3,2010
CHL,155,cb-155-1,Sebastian Pinera,11,3,2010,3,2014
CHL,155,cb-155-2,Michelle Bachelet,11,3,2014,,
ARG,160,A2.9-2572,Peron,4,6,1946,9,1955
ARG,160,A2.9-2575,Lonardi,20,9,1955,11,1955
ARG,160,A2.9-2578,Aramburu,13,11,1955,5,1958
ARG,160,A2.9-2581,Frondizi,1,5,1958,3,1962
ARG,160,A2.9-2584,Guido,29,3,1962,10,1963
ARG,160,A2.9-2587,Arturo Illia,12,10,1963,6,1966
ARG,160,A2.9-2590,Ongania,28,6,1966,6,1970
ARG,160,A2.9-2593,Lanusse,8,6,1970,6,1970
ARG,160,A2.9-2596,Levingston,18,6,1970,3,1971
ARG,160,A2.9-2599,Lanusse,25,3,1971,5,1973
ARG,160,A2.9-2602,Campora,25,5,1973,7,1973
ARG,160,A2.9-2605,Lastiri,13,7,1973,10,1973
ARG,160,A2.9-2608,Peron,12,10,1973,7,1974
ARG,160,A2.9-2611,"Peron, Isabel",1,7,1974,3,1976
ARG,160,A2.9-2614,Videla,29,3,1976,3,1981
ARG,160,A2.9-2617,Viola,29,3,1981,11,1981
ARG,160,A2.9-2620,Liendo,20,11,1981,12,1981
ARG,160,A2.9-2623,Galtieri,12,12,1981,6,1982
ARG,160,A2.9-2626,Saint-Jean,18,6,1982,7,1982
ARG,160,A2.9-2629,Bignone,1,7,1982,12,1983
ARG,160,A2.9-2632,Alfonsin,10,12,1983,7,1988
ARG,160,A2.9-2635,Menem,8,7,1988,12,1999
ARG,160,A2.9-2638,de la Rua,10,12,1999,12,2001
ARG,160,A2.9-2641,Ramon Puerta,21,12,2001,12,2001
ARG,160,A2.9-2644,Adolfo Rodriguez Saa,23,12,2001,1,2002
ARG,160,A2.9-2647,Eduardo Duhalde,2,1,2002,5,2003
ARG,160,A2.9-2650,Nestor Kirchner,25,5,2003,12,2007
ARG,160,A3.0-37,Fernandez de Kirchner,10,12,2007,,
URU,165,A2.9-2725,Batlle Berres,1,8,1947,3,1951
URU,165,A2.9-2728,Martinez Trueba,1,3,1951,3,1954
URU,165,A2.9-2731,Batlle Berres,1,3,1954,3,1956
URU,165,A2.9-2734,Zubiria,1,3,1956,3,1957
URU,165,A2.9-2737,Lezama,1,3,1957,3,1958
URU,165,A2.9-2740,Fisher,1,3,1958,3,1959
URU,165,A2.9-2743,Echegoyen,2,3,1959,3,1960
URU,165,A2.9-2746,Nardone,1,3,1960,3,1961
URU,165,A2.9-2749,Haedo,1,3,1961,3,1962
URU,165,A2.9-2752,Harrison,1,3,1962,3,1963
URU,165,A2.9-2755,Crespo,1,3,1963,3,1964
URU,165,A2.9-2758,Giannattasio,2,3,1964,2,1965
URU,165,A2.9-2761,Beltran,7,2,1965,3,1966
URU,165,A2.9-2764,Heber Usher,1,3,1966,3,1967
URU,165,A2.9-2767,Gestido,1,3,1967,12,1967
URU,165,A2.9-2770,Pacheco Areco,6,12,1967,3,1972
URU,165,A2.9-2773,Bordaberry,1,3,1972,6,1976
URU,165,A2.9-2776,Demichelli,12,6,1976,9,1976
URU,165,A2.9-2779,Mendez Manfredini,1,9,1976,9,1981
URU,165,A2.9-2782,Alvarez Armalino,1,9,1981,3,1985
URU,165,A2.9-2785,Sanguinetti,1,3,1985,3,1990
URU,165,A2.9-2788,Lacalle de Herrera,1,3,1990,3,1995
URU,165,A2.9-2791,Sanguinetti,1,3,1995,3,2000
URU,165,A2.9-2794,Jorge Batlle,2,3,2000,3,2005
URU,165,A3.0-38,Tabare Vazquez,1,3,2005,3,2010
URU,165,A3.0-39,Jose Mujica,1,3,2010,3,2015
URU,165,cb-165-1,Tabare Vazquez,1,3,2015,,
UKG,200,A2.9-2857,Atlee,27,7,1945,10,1951
UKG,200,A2.9-2860,Churchill,26,10,1951,4,1955
UKG,200,A2.9-2863,Eden,6,4,1955,1,1957
UKG,200,A2.9-2866,MacMillan,10,1,1957,10,1963
UKG,200,A2.9-2869,Douglas-Home,18,10,1963,10,1964
UKG,200,A2.9-2872,Wilson,16,10,1964,6,1970
UKG,200,A2.9-2875,Heath,19,6,1970,3,1974
UKG,200,A2.9-2878,Wilson,4,3,1974,4,1976
UKG,200,A2.9-2881,Callaghan,5,4,1976,5,1979
UKG,200,A2.9-2884,Thatcher,4,5,1979,11,1990
UKG,200,A2.9-2887,Major,28,11,1990,5,1997
UKG,200,A2.9-2890,Blair,2,5,1997,6,2007
UKG,200,A3.0-40,Brown,27,6,2007,5,2010
UKG,200,A3.0-41,Cameron,11,5,2010,,
IRE,205,A2.9-2908,Costello,18,2,1948,6,1951
IRE,205,A2.9-2911,de Valera,13,6,1951,6,1954
IRE,205,A2.9-2914,Costello,2,6,1954,3,1957
IRE,205,A2.9-2917,de Valera,20,3,1957,6,1959
IRE,205,A2.9-2920,LeMass,23,6,1959,11,1966
IRE,205,A2.9-2923,Lynch,10,11,1966,3,1973
IRE,205,A2.9-2926,"Cosgrave, L.",14,3,1973,7,1977
IRE,205,A2.9-2929,Lynch,5,7,1977,12,1979
IRE,205,A2.9-2932,Haughey,11,12,1979,6,1981
IRE,205,A2.9-2935,Fitzgerald,30,6,1981,3,1982
IRE,205,A2.9-2938,Haughey,9,3,1982,12,1982
IRE,205,A2.9-2941,Fitzgerald,14,12,1982,3,1987
IRE,205,A2.9-2944,Haughey,10,3,1987,2,1992
IRE,205,A2.9-2947,Reynolds,11,2,1992,12,1994
IRE,205,A2.9-2950,Bruton,15,12,1994,6,1997
IRE,205,A2.9-2953,Ahern,26,6,1997,5,2008
IRE,205,A3.0-42,B. Cowen,7,5,2008,3,2011
IRE,205,A3.0-43,E. Kenny,9,3,2011,,
NTH,210,A2.9-3016,Drees,7,8,1948,12,1958
NTH,210,A2.9-3019,Beel,22,12,1958,5,1959
NTH,210,A2.9-3022,de Quay,19,5,1959,5,1963
NTH,210,A2.9-3025,Marijnen,24,7,1963,2,1965
NTH,210,A2.9-3028,Cals,27,4,1965,10,1966
NTH,210,A2.9-3031,Zijlstra,22,11,1966,2,1967
NTH,210,A2.9-3034,De Jong,3,4,1967,4,1971
NTH,210,A2.9-3037,Biesheuvel,6,7,1971,5,1973
NTH,210,A2.9-3040,den Uyl,11,5,1973,12,1977
NTH,210,A2.9-3043,van Agt,19,12,1977,11,1982
NTH,210,A2.9-3046,Lubbers,4,11,1982,8,1994
NTH,210,A2.9-3049,Kok,22,8,1994,7,2002
NTH,210,A2.9-3052,Jan Peter Balkenende,22,7,2002,10,2010
NTH,210,A3.0-44,M. Rutte,14,10,2010,,
BEL,211,A2.9-3157,"Eyskens, G.",10,8,1949,3,1950
BEL,211,A2.9-3160,Duvieusart,8,6,1950,8,1950
BEL,211,A2.9-3163,Pholien,15,8,1950,1,1952
BEL,211,A2.9-3166,van Houtte,15,1,1952,4,1954
BEL,211,A2.9-3169,van Acker,22,4,1954,6,1958
BEL,211,A2.9-3172,"Eyskens, G.",25,6,1958,3,1961
BEL,211,A2.9-3175,Lefevre,25,4,1961,7,1965
BEL,211,A2.9-3178,Harmel,27,7,1965,2,1966
BEL,211,A2.9-3181,Vanden Boeynants,19,3,1966,6,1968
BEL,211,A2.9-3184,"Eyskens, G.",17,6,1968,1,1973
BEL,211,A2.9-3187,Leburton,26,1,1973,4,1974
BEL,211,A2.9-3190,Tindemans,25,4,1974,10,1978
BEL,211,A2.9-3193,Vanden Boeynants,20,10,1978,4,1979
BEL,211,A2.9-3196,Martens,3,4,1979,4,1981
BEL,211,A2.9-3199,"Eyskens, M.",6,4,1981,12,1981
BEL,211,A2.9-3202,Martens,17,12,1981,3,1992
BEL,211,A2.9-3205,Dehaene,7,3,1992,7,1999
BEL,211,A2.9-3208,Verhofstadt,12,7,1999,3,2008
BEL,211,A3.0-45,Leterme,20,3,2008,12,2008
BEL,211,A3.0-46,van Rompuy,30,12,2008,11,2009
BEL,211,A3.0-47,Leterme,25,11,2009,12,2011
BEL,211,A3.0-48,Di Rupo,6,12,2011,10,2014
BEL,211,cb-211-1,Charles Michel,11,10,2014,,
LUX,212,A2.9-3244,Dupong,9,5,1945,12,1953
LUX,212,A2.9-3247,Bech,28,12,1953,3,1958
LUX,212,A2.9-3250,Frieden,31,3,1958,2,1959
LUX,212,A2.9-3253,Werner,7,3,1959,5,1974
LUX,212,A2.9-3256,Thorn G.,15,6,1974,7,1979
LUX,212,A2.9-3259,Werner,19,7,1979,7,1984
LUX,212,A2.9-3262,Santer,20,7,1984,1,1995
LUX,212,A2.9-3265,Juncker,20,1,1995,12,2013
LUX,212,cb-212-1,Bettel,4,12,2013,,
FRN,220,A2.9-3553,Bidault,28,10,1949,6,1950
FRN,220,A2.9-3556,Queuille,30,6,1950,7,1950
FRN,220,A2.9-3559,Pleven,11,7,1950,2,1951
FRN,220,A2.9-3562,Queuille,9,3,1951,7,1951
FRN,220,A2.9-3565,Pleven,8,8,1951,1,1952
FRN,220,A2.9-3568,Faure,18,1,1952,2,1952
FRN,220,A2.9-3571,Pinay,7,3,1952,12,1952
FRN,220,A2.9-3574,Mayer,7,1,1953,5,1953
FRN,220,A2.9-3577,Laniel,26,6,1953,6,1954
FRN,220,A2.9-3580,Mendes-France,18,6,1954,2,1955
FRN,220,A2.9-3583,Faure,23,2,1955,1,1956
FRN,220,A2.9-3586,Mollet,31,1,1956,6,1957
FRN,220,A2.9-3589,Bourges-Maunory,13,6,1957,11,1957
FRN,220,A2.9-3592,Gaillard,6,11,1957,5,1958
FRN,220,A2.9-3595,Pflimin,14,5,1958,5,1958
FRN,220,A2.9-3598,De Gaulle,1,6,1958,4,1969
FRN,220,A2.9-3601,Poher,27,4,1969,6,1969
FRN,220,A2.9-3604,Pompidou,20,6,1969,4,1974
FRN,220,A2.9-3607,Poher,2,4,1974,5,1974
FRN,220,A2.9-3610,Giscard D'Estaing,27,5,1974,5,1981
FRN,220,A2.9-3613,Mitterand,21,5,1981,5,1995
FRN,220,A2.9-3616,Chirac,17,5,1995,5,2007
FRN,220,A3.0-49,Sarkozy,16,5,2007,5,2012
FRN,220,cb-220-1,Hollande,15,5,2012,,
MNC,221,cb-221-1,Rainier,9,5,1949,4,2005
MNC,221,cb-221-2,Albert,6,4,2005,,
LIE,223,cb-223-1,Franz Josef,30,3,1938,11,1989
LIE,223,cb-223-2,Hans-Adam II,13,11,1989,,
SWZ,225,A2.9-3844,Petipierre,1,1,1950,12,1950
SWZ,225,A2.9-3847,von Steiger,1,1,1951,12,1951
SWZ,225,A2.9-3850,Kobelt,1,1,1952,12,1952
SWZ,225,A2.9-3853,Etter,1,1,1953,12,1953
SWZ,225,A2.9-3856,Rubattel,1,1,1954,12,1954
SWZ,225,A2.9-3859,Petipierre,1,1,1955,12,1955
SWZ,225,A2.9-3862,Feldmann,1,1,1956,12,1956
SWZ,225,A2.9-3865,Streuli,1,1,1957,12,1957
SWZ,225,A2.9-3868,Holenstein,1,1,1958,12,1958
SWZ,225,A2.9-3871,Chaudet,1,1,1959,12,1959
SWZ,225,A2.9-3874,Petipierre,1,1,1960,12,1960
SWZ,225,A2.9-3877,Friedrich,1,1,1961,12,1961
SWZ,225,A2.9-3880,Chaudet,1,1,1962,12,1962
SWZ,225,A2.9-3883,Spuhler,1,1,1963,12,1963
SWZ,225,A2.9-3886,von Moos,1,1,1964,12,1964
SWZ,225,A2.9-3889,Tschudi,1,1,1965,12,1965
SWZ,225,A2.9-3892,Schaffner,1,1,1966,12,1966
SWZ,225,A2.9-3895,Bonvin,1,1,1967,12,1967
SWZ,225,A2.9-3898,Spuhler,1,1,1968,12,1968
SWZ,225,A2.9-3901,von Moos,1,1,1969,12,1969
SWZ,225,A2.9-3904,Tschudi,1,1,1970,12,1970
SWZ,225,A2.9-3907,Gnagi,1,1,1971,12,1971
SWZ,225,A2.9-3910,Celio,1,1,1972,12,1972
SWZ,225,A2.9-3913,Bonvin,1,1,1973,12,1973
SWZ,225,A2.9-3916,Brugger,1,1,1974,12,1974
SWZ,225,A2.9-3919,Graber,1,1,1975,12,1975
SWZ,225,A2.9-3922,Gnagi,1,1,1976,12,1976
SWZ,225,A2.9-3925,Furgler,1,1,1977,12,1977
SWZ,225,A2.9-3928,Ritschard,1,1,1978,12,1978
SWZ,225,A2.9-3931,Hurlimann,1,1,1979,12,1979
SWZ,225,A2.9-3934,Chevallaz,1,1,1980,12,1980
SWZ,225,A2.9-3937,Furgler,1,1,1981,12,1981
SWZ,225,A2.9-3940,Honegger,1,1,1982,12,1982
SWZ,225,A2.9-3943,Aubert,1,1,1983,12,1983
SWZ,225,A2.9-3946,Schlumpf,1,1,1984,12,1984
SWZ,225,A2.9-3949,Furgler,1,1,1985,12,1985
SWZ,225,A2.9-3952,Egli,1,1,1986,12,1986
SWZ,225,A2.9-3955,Aubert,1,1,1987,12,1987
SWZ,225,A2.9-3958,Stich,1,1,1988,12,1988
SWZ,225,A2.9-3961,Delamuraz,1,1,1989,12,1989
SWZ,225,A2.9-3964,Koller,1,1,1990,12,1990
SWZ,225,A2.9-3967,Cotti,1,1,1991,12,1991
SWZ,225,A2.9-3970,Felber,1,1,1992,12,1992
SWZ,225,A2.9-3973,Ogi,1,1,1993,12,1993
SWZ,225,A2.9-3976,Stich,1,1,1994,12,1994
SWZ,225,A2.9-3979,Villiger,1,1,1995,12,1995
SWZ,225,A2.9-3982,Delamuraz,1,1,1996,12,1996
SWZ,225,A2.9-3985,Koller,1,1,1997,12,1997
SWZ,225,A2.9-3988,Cotti,1,1,1998,12,1998
SWZ,225,A2.9-3991,Dreifuss,1,1,1999,12,1999
SWZ,225,A2.9-3994,Ogi,1,1,2000,12,2000
SWZ,225,A2.9-3997,Leuenberger,1,1,2001,12,2001
SWZ,225,A2.9-4000,Villiger,1,1,2002,12,2002
SWZ,225,A2.9-4003,Pascal Couchepin,1,1,2003,12,2003
SWZ,225,A2.9-4006,Joseph Deiss,1,1,2004,12,2004
SWZ,225,A3.0-50,Schmid,1,1,2005,12,2005
SWZ,225,A3.0-51,Leuenberger,1,1,2006,12,2006
SWZ,225,A3.0-52,Calmy-Rey,1,1,2007,12,2007
SWZ,225,A3.0-53,Pascal Couchepin,1,1,2008,12,2008
SWZ,225,A3.0-54,Hans-Rudolf Merz,1,1,2009,12,2009
SWZ,225,A3.0-55,Doris Leuthard,1,1,2010,12,2010
SWZ,225,A3.0-56,Calmy-Rey,1,1,2011,12,2011
SWZ,225,cb-225-1,Widmer-Schlumpf,1,1,2012,12,2012
SWZ,225,cb-225-2,Maurer,1,1,2013,12,2013
SWZ,225,cb-225-3,Burkhalter,1,1,2014,12,2014
SWZ,225,cb-225-4,Sommaruga,1,1,2015,,
SPN,230,A2.9-4213,Franco,1,4,1939,10,1975
SPN,230,A2.9-4216,Juan Carlos,1,11,1975,11,1975
SPN,230,A2.9-4219,Arias Navarro,9,11,1975,7,1976
SPN,230,A2.9-4222,Suarez Gonzalez,1,7,1976,2,1981
SPN,230,A2.9-4225,Calvo-Sotelo,25,2,1981,12,1982
SPN,230,A2.9-4228,Gonzalez Marquez,2,12,1982,5,1996
SPN,230,A2.9-4231,Aznar,5,5,1996,4,2004
SPN,230,A2.9-4234,Rodriguez Zapatero,17,4,2004,12,2011
SPN,230,A3.0-57,Rajoy Brey,20,12,2011,,
AND,232,And-1,Reig,8,1,1982,5,1984
AND,232,And-2,Pintat-Solans,21,5,1984,1,1990
AND,232,And-3,Reig,12,1,1990,12,1994
AND,232,And-4,Molne,7,12,1994,5,2005
AND,232,And-5,Santolaria,27,5,2005,6,2009
AND,232,And-6,Cassany,5,6,2009,4,2011
AND,232,And-7,Agras,28,4,2011,5,2011
AND,232,And-8,Petit,12,5,2011,,
POR,235,A2.9-4276,Salazar,5,7,1932,9,1968
POR,235,A2.9-4279,Caetano,27,9,1968,4,1974
POR,235,A2.9-4282,Spinola,25,4,1974,9,1974
POR,235,A2.9-4285,Costa Gomes,30,9,1974,7,1976
POR,235,A2.9-4288,Eanes,23,7,1976,3,1986
POR,235,A2.9-4291,Soares,9,3,1986,3,1996
POR,235,A2.9-4294,Sampaio,9,3,1996,3,2006
POR,235,A3.0-58,Cavaco Silva,9,3,2006,,
GMY,255,A2.9-4375,Kohl,1,10,1990,10,1998
GMY,255,A2.9-4378,Schroder,27,10,1998,11,2005
GMY,255,A3.0-59,Merkel,22,11,2005,,
GFR,260,A2.9-4360,Adenauer,16,9,1949,10,1963
GFR,260,A2.9-4363,Erhard,16,10,1963,12,1966
GFR,260,A2.9-4366,Kiesinger,1,12,1966,10,1969
GFR,260,A2.9-4369,Brandt,22,10,1969,5,1974
GFR,260,A2.9-4372,Schmidt,16,5,1974,10,1982
GMY,255,A2.9-4375a,Kohl,1,10,1982,9,1990
GDR,265,A2.9-4381,Wilhelm Pieck,22,4,1946,7,1950
GDR,265,A2.9-4384,Ulbricht,25,7,1950,5,1971
GDR,265,A2.9-4387,Honecker,3,5,1971,10,1989
GDR,265,A2.9-4390,Krenz,18,10,1989,12,1989
GDR,265,A2.9-4393,Gysi,9,12,1989,10,1990
POL,290,A2.9-4414,Bierut,31,12,1944,3,1956
POL,290,A2.9-4417,Ochab,20,3,1956,10,1956
POL,290,A2.9-4420,Gomulka,21,10,1956,12,1970
POL,290,A2.9-4423,Gierek,20,12,1970,9,1980
POL,290,A2.9-4426,Kania,6,9,1980,10,1981
POL,290,A2.9-4429,Jaruzelski,18,10,1981,12,1990
POL,290,A2.9-4432,Walesa,22,12,1990,12,1995
POL,290,A2.9-4435,Kwasniewski,23,12,1995,12,2005
POL,290,A3.0-60,Kaczynski,23,12,2005,4,2010
POL,290,A3.0-61,Komorowski,10,4,2010,7,2010
POL,290,A3.0-63,Schetyna,8,7,2010,8,2010
POL,290,A3.0-64,Komorowski,6,8,2010,8,2015
POL,290,cb-290-1,Duda,6,8,2015,,
AUS,305,A2.9-4492,Raab,2,4,1953,4,1961
AUS,305,A2.9-4495,Gorbach,11,4,1961,2,1964
AUS,305,A2.9-4498,Klaus,2,4,1964,3,1970
AUS,305,A2.9-4501,Kreisky,20,4,1970,5,1983
AUS,305,A2.9-4504,Sinowatz,24,5,1983,6,1986
AUS,305,A2.9-4507,Vranitzky,16,6,1986,1,1997
AUS,305,A2.9-4510,Klima,28,1,1997,2,2000
AUS,305,A2.9-4513,Schussel,5,2,2000,1,2007
AUS,305,A3.0-65,Gusenbauer,11,1,2007,12,2008
AUS,305,A3.0-66,Faymann,2,12,2008,,
HUN,310,A2.9-4534,Rakoski,15,1,1945,7,1956
HUN,310,A2.9-4537,Gero,18,7,1956,10,1956
HUN,310,A2.9-4540,Nagy,25,10,1956,11,1956
HUN,310,A2.9-4543,Kadar,4,11,1956,5,1988
HUN,310,A2.9-4546,Grosz,22,5,1988,10,1989
HUN,310,A2.9-4549,Szuros,18,10,1989,5,1990
HUN,310,A2.9-4552,Antall,3,5,1990,12,1993
HUN,310,A2.9-4555,Boross,12,12,1993,7,1994
HUN,310,A2.9-4558,Horn,15,7,1994,7,1998
HUN,310,A2.9-4561,Orban,6,7,1998,5,2002
HUN,310,A2.9-4564,Peter Medgyessy,27,5,2002,9,2004
HUN,310,A2.9-4567,Ferenc Gyurcsany,29,9,2004,4,2009
HUN,310,A3.0-67,Bajnai,14,4,2009,5,2010
HUN,310,A3.0-68,Orban,29,5,2010,,
CZE,315,A2.9-4585,Gottwald,7,6,1948,3,1953
CZE,315,A2.9-4588,Zapotocky,21,3,1953,11,1957
CZE,315,A2.9-4591,Novotny,19,11,1957,1,1968
CZE,315,A2.9-4594,Dubcek,5,1,1968,8,1968
CZE,315,A2.9-4597,Svoboda,20,8,1968,8,1968
CZE,315,A2.9-4600,Husak,28,8,1968,12,1989
CZE,315,A2.9-4603,Calfa,17,12,1989,7,1992
CZE,315,A2.9-4606,Strasky,1,7,1992,12,1992
CZR,316,A2.9-4609,Klaus,1,1,1993,12,1997
CZR,316,A2.9-4612,Tosovsky,17,12,1997,7,1998
CZR,316,A2.9-4615,Zeman,17,7,1998,7,2002
CZR,316,A2.9-4618,Spidla,12,7,2002,7,2004
CZR,316,A2.9-4621,Stanislav Gross,26,7,2004,4,2005
CZR,316,A3.0-69,Paroubek,25,4,2005,9,2006
CZR,316,A3.0-70,Topolanek,4,9,2006,5,2009
CZR,316,A3.0-71,Fischer,8,5,2009,7,2010
CZR,316,A3.0-72,Necas,13,7,2010,12,2011
CZR,316,cb-316-1,Rusnok,10,7,2013,1,2014
CZR,316,cb-316-2,Sobotka,29,1,2014,,
SLO,317,A2.9-4624,Meciar,1,1,1993,3,1994
SLO,317,A2.9-4627,Moravcik,16,3,1994,12,1994
SLO,317,A2.9-4630,Meciar,13,12,1994,10,1998
SLO,317,A2.9-4633,Dzurinda,30,10,1998,7,2006
SLO,317,A3.0-73,Fico,4,7,2006,7,2010
SLO,317,A3.0-74,Radicova,8,7,2010,4,2012
SLO,317,cb-317-1,Fico,4,4,2012,,
ITA,325,A2.9-4726,Bonomi,9,6,1944,6,1945
ITA,325,A2.9-4729,Parri,20,6,1945,11,1945
ITA,325,A2.9-4732,de Gasperi,10,12,1945,7,1953
ITA,325,A2.9-4735,Pella,15,8,1953,1,1954
ITA,325,A2.9-4738,Fanfani,18,1,1954,1,1954
ITA,325,A2.9-4741,Scelba,9,2,1954,6,1955
ITA,325,A2.9-4744,Segni,6,7,1955,5,1957
ITA,325,A2.9-4747,Zoli,19,5,1957,6,1958
ITA,325,A2.9-4750,Fanfani,2,7,1958,1,1959
ITA,325,A2.9-4753,Segni,15,2,1959,2,1960
ITA,325,A2.9-4756,Tambroni,25,3,1960,7,1960
ITA,325,A2.9-4759,Fanfani,26,7,1960,5,1963
ITA,325,A2.9-4762,Leone,21,6,1963,11,1963
ITA,325,A2.9-4765,Moro,5,12,1963,6,1968
ITA,325,A2.9-4768,Leone,25,6,1968,11,1968
ITA,325,A2.9-4771,Rumor,13,12,1968,7,1970
ITA,325,A2.9-4774,Colombo,6,8,1970,1,1972
ITA,325,A2.9-4777,Andreotti,18,2,1972,6,1973
ITA,325,A2.9-4780,Rumor,8,7,1973,11,1974
ITA,325,A2.9-4783,Moro,23,11,1974,7,1976
ITA,325,A2.9-4786,Andreotti,30,7,1976,8,1979
ITA,325,A2.9-4789,Cossiga,5,8,1979,10,1980
ITA,325,A2.9-4792,Forlani,18,10,1980,5,1981
ITA,325,A2.9-4795,Spadolini,28,6,1981,11,1982
ITA,325,A2.9-4798,Fanfani,30,11,1982,8,1983
ITA,325,A2.9-4801,Craxi,4,8,1983,4,1987
ITA,325,A2.9-4804,Fanfani,18,4,1987,7,1987
ITA,325,A2.9-4807,Goria,29,7,1987,4,1988
ITA,325,A2.9-4810,Mita,13,4,1988,7,1989
ITA,325,A2.9-4813,Andreotti,23,7,1989,6,1992
ITA,325,A2.9-4816,Amato,28,6,1992,4,1993
ITA,325,A2.9-4819,Ciampi,29,4,1993,5,1994
ITA,325,A2.9-4822,Berlusconi,11,5,1994,1,1995
ITA,325,A2.9-4825,Dini,17,1,1995,5,1996
ITA,325,A2.9-4828,Prodi,18,5,1996,10,1998
ITA,325,A2.9-4831,D'Alema,21,10,1998,4,2000
ITA,325,A2.9-4834,Amato,26,4,2000,6,2001
ITA,325,A2.9-4837,Berlusconi,11,6,2001,5,2006
ITA,325,A3.0-75,Prodi,17,5,2006,5,2008
ITA,325,A3.0-76,Berlusconi,8,5,2008,11,2011
ITA,325,A3.0-77,Monti,16,11,2011,4,2013
ITA,325,cb-325-1,Letta,28,4,2013,2,2014
ITA,325,cb-325-2,Renzi,22,2,2014,,
SNM,331,194914,Vincenzo Pedini (2nd time)         (,1,10,1949,4,1950
SNM,331,195020,Giuseppe Forcellini (1st time),1,4,1950,10,1950
SNM,331,195014,Marino Della Balda (3rd time),1,10,1950,4,1951
SNM,331,195120,Alvaro Casali (2nd time),1,4,1951,10,1951
SNM,331,195114,Domenico Forcellini (2nd time),1,10,1951,4,1952
SNM,331,195220,Domenico Morganti,1,4,1952,10,1952
SNM,331,195214,Arnaldo Para (2nd time),1,10,1952,4,1953
SNM,331,195320,Vincenzo Pedini (3rd time),1,4,1953,10,1953
SNM,331,195314,Giordano Giacomini (2nd time),1,10,1953,4,1954
SNM,331,195420,Giuseppe Forcellini (3rd time),1,4,1954,10,1954
SNM,331,195414,Agostino Giacomini,1,10,1954,4,1955
SNM,331,195520,Domenico Forcellini (3rd time),1,4,1955,10,1955
SNM,331,195514,Primo Bugli (2nd time),1,10,1955,4,1956
SNM,331,195620,Mario Nanni,1,4,1956,10,1956
SNM,331,195614,Mariano Ceccoli (3rd time),1,10,1956,4,1957
SNM,331,195720,Giordano Giacomini (3rd time),1,4,1957,10,1957
SNM,331,195720,Provisional Government,1,10,1957,10,1957
SNM,331,195714,Marino Valdes Franciosi,23,10,1957,4,1958
SNM,331,195820,Zaccaria Giovanni Savoretti,1,4,1958,10,1958
SNM,331,195814,Domenico Forcellini (4th time),1,10,1958,4,1959
SNM,331,195920,Marino Benedetto Belluzzi (1st,1,4,1959,10,1959
SNM,331,195914,Giuseppe Forcellini (3rd time),1,10,1959,4,1960
SNM,331,196020,Alvaro Casali (3rd time),1,4,1960,10,1960
SNM,331,196014,Eugenio Reffi,1,10,1960,4,1961
SNM,331,196120,Federico Micheloni (2nd time),1,4,1961,10,1961
SNM,331,196114,Giovanni Vito Marcucci (1st time),1,10,1961,4,1962
SNM,331,196220,Domenico Forcellini (5th time),1,4,1962,10,1962
SNM,331,196214,Antonio Maria Morganti,1,10,1962,4,1963
SNM,331,196320,Leonida Suzzi Valli (2nd time),1,4,1963,10,1963
SNM,331,196314,Giovan Luigi Franciosi (1st time),1,10,1963,4,1964
SNM,331,196420,Marino Benedetto Belluzzi (2nd,1,4,1964,10,1964
SNM,331,196414,Giuseppe Micheloni (1st time),1,10,1964,4,1965
SNM,331,196520,Ferruccio Piva (2nd time),1,4,1965,10,1965
SNM,331,196514,Alvaro Casali (4th time),1,10,1965,4,1966
SNM,331,196620,Francesco Valli (2nd time),1,4,1966,10,1966
SNM,331,196614,Giovanni Vito Marcucci (2nd time),1,10,1966,4,1967
SNM,331,196720,Vittorio Rossini,1,4,1967,10,1967
SNM,331,196714,Domenico Forcellini (6th time),1,10,1967,4,1968
SNM,331,196820,Marino Benedetto Belluzzi (3rd,1,4,1968,10,1968
SNM,331,196814,Pietro Giancecchi (2nd time),1,10,1968,4,1969
SNM,331,196920,Ferruccio Piva (3rd time),1,4,1969,10,1969
SNM,331,196914,Alvaro Casali (5th time),1,10,1969,4,1970
SNM,331,197020,Francesco Valli (3rd time),1,4,1970,10,1970
SNM,331,197014,Simone Rossini,1,10,1970,4,1971
SNM,331,197120,Luigi Lonfernini (1st time),1,4,1971,10,1971
SNM,331,197114,Federico Carattoni (2nd time),1,10,1971,4,1972
SNM,331,197220,Marino Benedetto Belluzzi (4th,1,4,1972,10,1972
SNM,331,197214,Rosolino Martelli (1st time),1,10,1972,4,1973
SNM,331,197320,Francesco Maria Francini,1,4,1973,10,1973
SNM,331,197314,Antonio Lazzaro Volpinari,1,10,1973,4,1974
SNM,331,197420,Ferruccio Piva (4th time),1,4,1974,10,1974
SNM,331,197414,Francesco Valli (4th time),1,10,1974,4,1975
SNM,331,197520,Alberto Cecchetti (1st time),1,4,1975,10,1975
